name,brand,price,description
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['13,490৳']",[nan]
['OPPO A18 4GB/128GB- Glowing Blue'],['Brand:                Oppo'],"['13,490৳']","['OS: ColorOS 13.1 based on Android 13', 'Processor: MediaTek Helio G85', 'CPU: 8 Cores | Up To 2.0GHz', 'GPU: Mali G52 MC2 @1000MHz', 'RAM: 4GB | Up to 4GB Extended RAM', 'RAM Type: LPDDR4x @ 1800MHz 2×16bit', 'ROM: 128GB', 'ROM Specifications: Emmc5.1', 'Phone Storage Card: Up to 1TB of Extra Storage', 'SIM Card: Dual Nano SIM Card', 'Network: 2G/3G/4G', 'Rear Camera: 8MP+2MP', 'Front Camera: 5MP', 'Mechanism: Rear 8MP Main Camera (f/2.0; FOV 78°; 4P lens; AF) + 2MP Camera (f/2.4; FOV 89.1°; 3P lens; FF) | Front 5MP (f/2.2; FOV 76.8°; 3P lens; FF)', 'Display Size: 6.56″ 90Hz Sunlight Display | Panel: LCD', 'Display Resolution: 1612×720 pixels (HD+) | 89.80% Screen Ratio | 720nits Peak Brightness', 'Battery: 5000mAh, non-removable | 10W Charger | USB Type-C', 'Speaker: Bottom Speaker + 300% Ultra Volume', 'Connectivity: WLAN: Wi-Fi 5 (802.11ac), 802.11a/b/g/n, 2.4G, 5G | Bluetooth 5.3 | GPS | 3.5mm Earphone Jack', 'Design: OPPO Glow Flat-edge Design', 'Biometrics: Side-mounted Fingerprint | Facial Recognition', 'Sensors: Geomagnetic Sensor | Accelerometer | Optical Proximity Sensor | Light Sensor | Step Counter', 'Box Content: OPPO A18 | Charger | Data Cable | SIM Ejector Tool | Quick Guide']"
['OPPO A18 4GB/128GB- Glowing Blue'],['Brand:                Oppo'],"['13,490৳']","['OS: ColorOS 13.1 based on Android 13', 'Processor: MediaTek Helio G85', 'CPU: 8 Cores | Up To 2.0GHz', 'GPU: Mali G52 MC2 @1000MHz', 'RAM: 4GB | Up to 4GB Extended RAM', 'RAM Type: LPDDR4x @ 1800MHz 2×16bit', 'ROM: 128GB', 'ROM Specifications: Emmc5.1', 'Phone Storage Card: Up to 1TB of Extra Storage', 'SIM Card: Dual Nano SIM Card', 'Network: 2G/3G/4G', 'Rear Camera: 8MP+2MP', 'Front Camera: 5MP', 'Mechanism: Rear 8MP Main Camera (f/2.0; FOV 78°; 4P lens; AF) + 2MP Camera (f/2.4; FOV 89.1°; 3P lens; FF) | Front 5MP (f/2.2; FOV 76.8°; 3P lens; FF)', 'Display Size: 6.56″ 90Hz Sunlight Display | Panel: LCD', 'Display Resolution: 1612×720 pixels (HD+) | 89.80% Screen Ratio | 720nits Peak Brightness', 'Battery: 5000mAh, non-removable | 10W Charger | USB Type-C', 'Speaker: Bottom Speaker + 300% Ultra Volume', 'Connectivity: WLAN: Wi-Fi 5 (802.11ac), 802.11a/b/g/n, 2.4G, 5G | Bluetooth 5.3 | GPS | 3.5mm Earphone Jack', 'Design: OPPO Glow Flat-edge Design', 'Biometrics: Side-mounted Fingerprint | Facial Recognition', 'Sensors: Geomagnetic Sensor | Accelerometer | Optical Proximity Sensor | Light Sensor | Step Counter', 'Box Content: OPPO A18 | Charger | Data Cable | SIM Ejector Tool | Quick Guide']"
['OPPO A17K 3GB/64GB'],['Brand:                Oppo'],"['12,190৳']","['OS: ColorOS 12.1 with Android 12', 'CPU: MediaTek Helio G35', 'CPU Speed Cores: Octa Core, 2.3GHz', 'GPU: IMG GE8320 @ 680MHz', 'RAM: 3GB', 'RAM Type: LPDDR4X @ 1600MHz, Dual 16-bit channels', 'Extended RAM: Up to 4GB', 'ROM: 64GB eMMC 5.1', 'External Storage Card: Supported', 'SIM Card: Dual Nano SIM Card', 'Network: 2G/3G/4G', 'Rear Camera: 8MP', 'Front Camera: 5MP', 'Display Size: 6.56″ Color-Rich Display', 'Display Resolution: 1612 x 720 (HD+)', 'Refresh Rate: 60Hz', 'Battery: 5000mAh, non-removable | 10W Charging', 'Connectivity: WLAN: 802.11 ac/a/b/g/n/; WLAN 2.4G/WLAN 5.1G | Bluetooth v5.3 | GPS | USB Interface: Micro USB | Earphone Jack: 3.5mm | USB OTG', 'Sensors: Geomagnetic sensor | Light sensor | Proximity sensor | Accelerometer | Gravity sensor', 'Biometrics: Side Mounted Fingerprint | Facial Recognition']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['13,490৳']",[nan]
['OPPO A18 4GB/128GB- Glowing Black'],['Brand:                Oppo'],"['13,490৳']","['OS: ColorOS 13.1 based on Android 13', 'Processor: MediaTek Helio G85', 'CPU: 8 Cores | Up To 2.0GHz', 'GPU: Mali G52 MC2 @1000MHz', 'RAM: 4GB | Up to 4GB Extended RAM', 'RAM Type: LPDDR4x @ 1800MHz 2×16bit', 'ROM: 128GB', 'ROM Specifications: Emmc5.1', 'Phone Storage Card: Up to 1TB of Extra Storage', 'SIM Card: Dual Nano SIM Card', 'Network: 2G/3G/4G', 'Rear Camera: 8MP+2MP', 'Front Camera: 5MP', 'Mechanism: Rear 8MP Main Camera (f/2.0; FOV 78°; 4P lens; AF) + 2MP Camera (f/2.4; FOV 89.1°; 3P lens; FF) | Front 5MP (f/2.2; FOV 76.8°; 3P lens; FF)', 'Display Size: 6.56″ 90Hz Sunlight Display | Panel: LCD', 'Display Resolution: 1612×720 pixels (HD+) | 89.80% Screen Ratio | 720nits Peak Brightness', 'Battery: 5000mAh, non-removable | 10W Charger | USB Type-C', 'Speaker: Bottom Speaker + 300% Ultra Volume', 'Connectivity: WLAN: Wi-Fi 5 (802.11ac), 802.11a/b/g/n, 2.4G, 5G | Bluetooth 5.3 | GPS | 3.5mm Earphone Jack', 'Design: OPPO Glow Flat-edge Design', 'Biometrics: Side-mounted Fingerprint | Facial Recognition', 'Sensors: Geomagnetic Sensor | Accelerometer | Optical Proximity Sensor | Light Sensor | Step Counter', 'Box Content: OPPO A18 | Charger | Data Cable | SIM Ejector Tool | Quick Guide']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['13,490৳']",[nan]
['OPPO A18 4GB/128GB- Glowing Black'],['Brand:                Oppo'],"['13,490৳']","['OS: ColorOS 13.1 based on Android 13', 'Processor: MediaTek Helio G85', 'CPU: 8 Cores | Up To 2.0GHz', 'GPU: Mali G52 MC2 @1000MHz', 'RAM: 4GB | Up to 4GB Extended RAM', 'RAM Type: LPDDR4x @ 1800MHz 2×16bit', 'ROM: 128GB', 'ROM Specifications: Emmc5.1', 'Phone Storage Card: Up to 1TB of Extra Storage', 'SIM Card: Dual Nano SIM Card', 'Network: 2G/3G/4G', 'Rear Camera: 8MP+2MP', 'Front Camera: 5MP', 'Mechanism: Rear 8MP Main Camera (f/2.0; FOV 78°; 4P lens; AF) + 2MP Camera (f/2.4; FOV 89.1°; 3P lens; FF) | Front 5MP (f/2.2; FOV 76.8°; 3P lens; FF)', 'Display Size: 6.56″ 90Hz Sunlight Display | Panel: LCD', 'Display Resolution: 1612×720 pixels (HD+) | 89.80% Screen Ratio | 720nits Peak Brightness', 'Battery: 5000mAh, non-removable | 10W Charger | USB Type-C', 'Speaker: Bottom Speaker + 300% Ultra Volume', 'Connectivity: WLAN: Wi-Fi 5 (802.11ac), 802.11a/b/g/n, 2.4G, 5G | Bluetooth 5.3 | GPS | 3.5mm Earphone Jack', 'Design: OPPO Glow Flat-edge Design', 'Biometrics: Side-mounted Fingerprint | Facial Recognition', 'Sensors: Geomagnetic Sensor | Accelerometer | Optical Proximity Sensor | Light Sensor | Step Counter', 'Box Content: OPPO A18 | Charger | Data Cable | SIM Ejector Tool | Quick Guide']"
['OPPO A18 4GB/128GB- Glowing Black'],['Brand:                Oppo'],"['13,490৳']","['OS: ColorOS 13.1 based on Android 13', 'Processor: MediaTek Helio G85', 'CPU: 8 Cores | Up To 2.0GHz', 'GPU: Mali G52 MC2 @1000MHz', 'RAM: 4GB | Up to 4GB Extended RAM', 'RAM Type: LPDDR4x @ 1800MHz 2×16bit', 'ROM: 128GB', 'ROM Specifications: Emmc5.1', 'Phone Storage Card: Up to 1TB of Extra Storage', 'SIM Card: Dual Nano SIM Card', 'Network: 2G/3G/4G', 'Rear Camera: 8MP+2MP', 'Front Camera: 5MP', 'Mechanism: Rear 8MP Main Camera (f/2.0; FOV 78°; 4P lens; AF) + 2MP Camera (f/2.4; FOV 89.1°; 3P lens; FF) | Front 5MP (f/2.2; FOV 76.8°; 3P lens; FF)', 'Display Size: 6.56″ 90Hz Sunlight Display | Panel: LCD', 'Display Resolution: 1612×720 pixels (HD+) | 89.80% Screen Ratio | 720nits Peak Brightness', 'Battery: 5000mAh, non-removable | 10W Charger | USB Type-C', 'Speaker: Bottom Speaker + 300% Ultra Volume', 'Connectivity: WLAN: Wi-Fi 5 (802.11ac), 802.11a/b/g/n, 2.4G, 5G | Bluetooth 5.3 | GPS | 3.5mm Earphone Jack', 'Design: OPPO Glow Flat-edge Design', 'Biometrics: Side-mounted Fingerprint | Facial Recognition', 'Sensors: Geomagnetic Sensor | Accelerometer | Optical Proximity Sensor | Light Sensor | Step Counter', 'Box Content: OPPO A18 | Charger | Data Cable | SIM Ejector Tool | Quick Guide']"
['OPPO A17K 3GB/64GB'],['Brand:                Oppo'],"['12,190৳']","['OS: ColorOS 12.1 with Android 12', 'CPU: MediaTek Helio G35', 'CPU Speed Cores: Octa Core, 2.3GHz', 'GPU: IMG GE8320 @ 680MHz', 'RAM: 3GB', 'RAM Type: LPDDR4X @ 1600MHz, Dual 16-bit channels', 'Extended RAM: Up to 4GB', 'ROM: 64GB eMMC 5.1', 'External Storage Card: Supported', 'SIM Card: Dual Nano SIM Card', 'Network: 2G/3G/4G', 'Rear Camera: 8MP', 'Front Camera: 5MP', 'Display Size: 6.56″ Color-Rich Display', 'Display Resolution: 1612 x 720 (HD+)', 'Refresh Rate: 60Hz', 'Battery: 5000mAh, non-removable | 10W Charging', 'Connectivity: WLAN: 802.11 ac/a/b/g/n/; WLAN 2.4G/WLAN 5.1G | Bluetooth v5.3 | GPS | USB Interface: Micro USB | Earphone Jack: 3.5mm | USB OTG', 'Sensors: Geomagnetic sensor | Light sensor | Proximity sensor | Accelerometer | Gravity sensor', 'Biometrics: Side Mounted Fingerprint | Facial Recognition']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['13,490৳']",[nan]
['vivo Y17s 4GB/128GB'],['Brand:                vivo'],"['13,799৳']","['Operating System: Funtouch OS 13 (based on Android 13)', 'Processor: MediaTek Helio G85 (12nm)', 'CPU: Octa Core, 2 × 2.0 GHz + 6 × 1.8 GHz', 'RAM: 4GB LPDDR4X | Expandable RAM 4GB', 'ROM: 128GB eMMC 5.1 | Expandable Storage Up To 1TB', 'Network: 2G/3G/4G', 'Card Slot: 2 nano SIMs + 1 micro-SD', 'Screen: 6.56-inch LCD Display, Capacitive multi-touch | 60Hz Refresh Rate', 'Resolution: 1612×720 pixels | 840 nits Peak Brightness', 'Camera Rear: 50MP + 2MP', 'Camera Front: 8MP', 'Aperture: Front f/2.0 (8 MP), Rear f/1.8 (50 MP) + f/2.4 (2 MP)', 'Flash: Rear flash', 'Scene Modes: Photo, Night, Portrait, Video, 50MP, Panorama, Live Photo, Slo-mo, Time-Lapse, Pro, Documents', 'Battery: 5000mAh (TYP) | 15W Charging Power', 'Connectivity: Wi-Fi Support 2.4GHz/5GHz| Bluetooth 5.0 | USB Type-C | GPS | OTG', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Gyroscope sensor', 'Security: Side-mounted Fingerprint Scanner and Face Wake', 'Box Content: Y17s | USB Cable | Charger | Sim Eject Tool | Quick Start Guide']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['13,799৳']",[nan]
['vivo Y17s 4GB/128GB'],['Brand:                vivo'],"['13,799৳']","['Operating System: Funtouch OS 13 (based on Android 13)', 'Processor: MediaTek Helio G85 (12nm)', 'CPU: Octa Core, 2 × 2.0 GHz + 6 × 1.8 GHz', 'RAM: 4GB LPDDR4X | Expandable RAM 4GB', 'ROM: 128GB eMMC 5.1 | Expandable Storage Up To 1TB', 'Network: 2G/3G/4G', 'Card Slot: 2 nano SIMs + 1 micro-SD', 'Screen: 6.56-inch LCD Display, Capacitive multi-touch | 60Hz Refresh Rate', 'Resolution: 1612×720 pixels | 840 nits Peak Brightness', 'Camera Rear: 50MP + 2MP', 'Camera Front: 8MP', 'Aperture: Front f/2.0 (8 MP), Rear f/1.8 (50 MP) + f/2.4 (2 MP)', 'Flash: Rear flash', 'Scene Modes: Photo, Night, Portrait, Video, 50MP, Panorama, Live Photo, Slo-mo, Time-Lapse, Pro, Documents', 'Battery: 5000mAh (TYP) | 15W Charging Power', 'Connectivity: Wi-Fi Support 2.4GHz/5GHz| Bluetooth 5.0 | USB Type-C | GPS | OTG', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Gyroscope sensor', 'Security: Side-mounted Fingerprint Scanner and Face Wake', 'Box Content: Y17s | USB Cable | Charger | Sim Eject Tool | Quick Start Guide']"
['vivo Y17s 4GB/128GB'],['Brand:                vivo'],"['13,799৳']","['Operating System: Funtouch OS 13 (based on Android 13)', 'Processor: MediaTek Helio G85 (12nm)', 'CPU: Octa Core, 2 × 2.0 GHz + 6 × 1.8 GHz', 'RAM: 4GB LPDDR4X | Expandable RAM 4GB', 'ROM: 128GB eMMC 5.1 | Expandable Storage Up To 1TB', 'Network: 2G/3G/4G', 'Card Slot: 2 nano SIMs + 1 micro-SD', 'Screen: 6.56-inch LCD Display, Capacitive multi-touch | 60Hz Refresh Rate', 'Resolution: 1612×720 pixels | 840 nits Peak Brightness', 'Camera Rear: 50MP + 2MP', 'Camera Front: 8MP', 'Aperture: Front f/2.0 (8 MP), Rear f/1.8 (50 MP) + f/2.4 (2 MP)', 'Flash: Rear flash', 'Scene Modes: Photo, Night, Portrait, Video, 50MP, Panorama, Live Photo, Slo-mo, Time-Lapse, Pro, Documents', 'Battery: 5000mAh (TYP) | 15W Charging Power', 'Connectivity: Wi-Fi Support 2.4GHz/5GHz| Bluetooth 5.0 | USB Type-C | GPS | OTG', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Gyroscope sensor', 'Security: Side-mounted Fingerprint Scanner and Face Wake', 'Box Content: Y17s | USB Cable | Charger | Sim Eject Tool | Quick Start Guide']"
['vivo V27e 8GB/256GB'],['Brand:                vivo'],"['32,499৳']","['Operating System: Funtouch OS 13 (Global)', 'Processor: MediaTek Helio G99', 'RAM: 8GB', 'ROM: 256GB', 'SIM: 2G/3G/4G', 'SIM: 1 nano SIM + 1 nano SIM / 1 micro SD | (Dual SIM Standby)', 'Screen: 6.62 inch | Display Type: AMOLED | Refresh Rate: 120Hz (Only specific apps support 120Hz)', 'Resolution: 2400×1080 (FHD+) | Capacitive multi-touch', 'Rear Camera: 64MP OIS + 2MP Bokeh + 2MP Macro', 'Camera Front: 32MP AF', 'Aperture: Front f/2.0 (32MP), Rear f/1.79 (64MP) + f/2.4 (2MP) + f/2.4 (2MP)', 'Flash: Triple rear flash with single color temperature', 'Scene Modes: Night, Portrait, Photo, Video, 64MP, Panorama, Live Photo, Slow Motion, Time-Lapse, Pro, Documents, Double Exposure, Dual-View', 'Battery: 4500mAh | 66W (11V/6A) Fast Charging', 'Connectivity: Wi-Fi Support 2.4G/5G| Bluetooth 5.3 | USB Type-C, USB 2.0 | GPS | OTG | NFC', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Fingerprint: In-Display Fingerprint Scanning | Gyroscope sensor', 'Box Content: Device | Type-C to USB Cable | USB Power Adapter | Eject Tool | Phone Case | Protective Film (applied)']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['13,799৳']",[nan]
['vivo V29e 5G 8GB/256GB- Black'],['Brand:                vivo'],"['34,999৳']","['Operating System: Funtouch OS 13 based on Android 13', 'Processor: Qualcomm Snapdragon 695 (6nm)', 'CPU:\xa08-cores, 2 × 2.2 GHz + 6 × 1.8 GHz Clock Speed', 'RAM: 8GB LPDDR4X | Supports Extended Ram 3.0', 'ROM: 256GB UFS 2.2', 'SIM: 2G/3G/4G/5G', 'SIM: 2 nano SIMs | (Dual SIM Dual Standby)', 'Screen: 6.67 inch AMOLED 120Hz Display | Capacitive Multi-touch Screen', 'Resolution: 2400 × 1080 (FHD+) | 1150 nits Local Peak Brightness', 'Rear Camera: 64MP OIS + 8MP', 'Camera Front: 50MP AF', 'Aperture: Front f/2.0 (50MP), Rear f/1.79 (64MP) + f/2.2 (8MP)', 'Flash: Rear flash with Aura Light (Dual Color Temperature)', 'Scene Modes: Front: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Double Exposure, Live Photo | Rear: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Panorama, Slo-mo, Time-lapse, Supermoon, Pro, Double exposure, Dual View, Live Photo', 'Battery: 4800 mAh (TYP) | 44W Fast Charging', 'Connectivity: Wi-Fi Support 2.4GHz/5GHz| Bluetooth 5.1 | USB 2.0 | GPS | OTG', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Fingerprint: In-Display Fingerprint Scanning | Gyroscope sensor', 'Box Content: Device | USB Cable | Power Adapter | Eject Tool | Phone Case | Protective Film (applied)']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['34,999৳']",[nan]
['vivo V29e 5G 8GB/256GB- Black'],['Brand:                vivo'],"['34,999৳']","['Operating System: Funtouch OS 13 based on Android 13', 'Processor: Qualcomm Snapdragon 695 (6nm)', 'CPU:\xa08-cores, 2 × 2.2 GHz + 6 × 1.8 GHz Clock Speed', 'RAM: 8GB LPDDR4X | Supports Extended Ram 3.0', 'ROM: 256GB UFS 2.2', 'SIM: 2G/3G/4G/5G', 'SIM: 2 nano SIMs | (Dual SIM Dual Standby)', 'Screen: 6.67 inch AMOLED 120Hz Display | Capacitive Multi-touch Screen', 'Resolution: 2400 × 1080 (FHD+) | 1150 nits Local Peak Brightness', 'Rear Camera: 64MP OIS + 8MP', 'Camera Front: 50MP AF', 'Aperture: Front f/2.0 (50MP), Rear f/1.79 (64MP) + f/2.2 (8MP)', 'Flash: Rear flash with Aura Light (Dual Color Temperature)', 'Scene Modes: Front: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Double Exposure, Live Photo | Rear: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Panorama, Slo-mo, Time-lapse, Supermoon, Pro, Double exposure, Dual View, Live Photo', 'Battery: 4800 mAh (TYP) | 44W Fast Charging', 'Connectivity: Wi-Fi Support 2.4GHz/5GHz| Bluetooth 5.1 | USB 2.0 | GPS | OTG', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Fingerprint: In-Display Fingerprint Scanning | Gyroscope sensor', 'Box Content: Device | USB Cable | Power Adapter | Eject Tool | Phone Case | Protective Film (applied)']"
['vivo V29e 5G 8GB/256GB- Black'],['Brand:                vivo'],"['34,999৳']","['Operating System: Funtouch OS 13 based on Android 13', 'Processor: Qualcomm Snapdragon 695 (6nm)', 'CPU:\xa08-cores, 2 × 2.2 GHz + 6 × 1.8 GHz Clock Speed', 'RAM: 8GB LPDDR4X | Supports Extended Ram 3.0', 'ROM: 256GB UFS 2.2', 'SIM: 2G/3G/4G/5G', 'SIM: 2 nano SIMs | (Dual SIM Dual Standby)', 'Screen: 6.67 inch AMOLED 120Hz Display | Capacitive Multi-touch Screen', 'Resolution: 2400 × 1080 (FHD+) | 1150 nits Local Peak Brightness', 'Rear Camera: 64MP OIS + 8MP', 'Camera Front: 50MP AF', 'Aperture: Front f/2.0 (50MP), Rear f/1.79 (64MP) + f/2.2 (8MP)', 'Flash: Rear flash with Aura Light (Dual Color Temperature)', 'Scene Modes: Front: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Double Exposure, Live Photo | Rear: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Panorama, Slo-mo, Time-lapse, Supermoon, Pro, Double exposure, Dual View, Live Photo', 'Battery: 4800 mAh (TYP) | 44W Fast Charging', 'Connectivity: Wi-Fi Support 2.4GHz/5GHz| Bluetooth 5.1 | USB 2.0 | GPS | OTG', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Fingerprint: In-Display Fingerprint Scanning | Gyroscope sensor', 'Box Content: Device | USB Cable | Power Adapter | Eject Tool | Phone Case | Protective Film (applied)']"
['vivo V27e 8GB/256GB'],['Brand:                vivo'],"['32,499৳']","['Operating System: Funtouch OS 13 (Global)', 'Processor: MediaTek Helio G99', 'RAM: 8GB', 'ROM: 256GB', 'SIM: 2G/3G/4G', 'SIM: 1 nano SIM + 1 nano SIM / 1 micro SD | (Dual SIM Standby)', 'Screen: 6.62 inch | Display Type: AMOLED | Refresh Rate: 120Hz (Only specific apps support 120Hz)', 'Resolution: 2400×1080 (FHD+) | Capacitive multi-touch', 'Rear Camera: 64MP OIS + 2MP Bokeh + 2MP Macro', 'Camera Front: 32MP AF', 'Aperture: Front f/2.0 (32MP), Rear f/1.79 (64MP) + f/2.4 (2MP) + f/2.4 (2MP)', 'Flash: Triple rear flash with single color temperature', 'Scene Modes: Night, Portrait, Photo, Video, 64MP, Panorama, Live Photo, Slow Motion, Time-Lapse, Pro, Documents, Double Exposure, Dual-View', 'Battery: 4500mAh | 66W (11V/6A) Fast Charging', 'Connectivity: Wi-Fi Support 2.4G/5G| Bluetooth 5.3 | USB Type-C, USB 2.0 | GPS | OTG | NFC', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Fingerprint: In-Display Fingerprint Scanning | Gyroscope sensor', 'Box Content: Device | Type-C to USB Cable | USB Power Adapter | Eject Tool | Phone Case | Protective Film (applied)']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['34,999৳']",[nan]
['vivo V29e 5G 8GB/256GB- Rose Gold'],['Brand:                vivo'],"['34,999৳']","['Operating System: Funtouch OS 13 based on Android 13', 'Processor: Qualcomm Snapdragon 695 (6nm)', 'CPU:\xa08-cores, 2 × 2.2 GHz + 6 × 1.8 GHz Clock Speed', 'RAM: 8GB LPDDR4X | Supports Extended Ram 3.0', 'ROM: 256GB UFS 2.2', 'SIM: 2G/3G/4G/5G', 'SIM: 2 nano SIMs | (Dual SIM Dual Standby)', 'Screen: 6.67 inch AMOLED 120Hz Display | Capacitive Multi-touch Screen', 'Resolution: 2400 × 1080 (FHD+) | 1150 nits Local Peak Brightness', 'Rear Camera: 64MP OIS + 8MP', 'Camera Front: 50MP AF', 'Aperture: Front f/2.0 (50MP), Rear f/1.79 (64MP) + f/2.2 (8MP)', 'Flash: Rear flash with Aura Light (Dual Color Temperature)', 'Scene Modes: Front: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Double Exposure, Live Photo | Rear: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Panorama, Slo-mo, Time-lapse, Supermoon, Pro, Double exposure, Dual View, Live Photo', 'Battery: 4800 mAh (TYP) | 44W Fast Charging', 'Connectivity: Wi-Fi Support 2.4GHz/5GHz| Bluetooth 5.1 | USB 2.0 | GPS | OTG', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Fingerprint: In-Display Fingerprint Scanning | Gyroscope sensor', 'Box Content: Device | USB Cable | Power Adapter | Eject Tool | Phone Case | Protective Film (applied)']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['34,999৳']",[nan]
['vivo V29e 5G 8GB/256GB- Rose Gold'],['Brand:                vivo'],"['34,999৳']","['Operating System: Funtouch OS 13 based on Android 13', 'Processor: Qualcomm Snapdragon 695 (6nm)', 'CPU:\xa08-cores, 2 × 2.2 GHz + 6 × 1.8 GHz Clock Speed', 'RAM: 8GB LPDDR4X | Supports Extended Ram 3.0', 'ROM: 256GB UFS 2.2', 'SIM: 2G/3G/4G/5G', 'SIM: 2 nano SIMs | (Dual SIM Dual Standby)', 'Screen: 6.67 inch AMOLED 120Hz Display | Capacitive Multi-touch Screen', 'Resolution: 2400 × 1080 (FHD+) | 1150 nits Local Peak Brightness', 'Rear Camera: 64MP OIS + 8MP', 'Camera Front: 50MP AF', 'Aperture: Front f/2.0 (50MP), Rear f/1.79 (64MP) + f/2.2 (8MP)', 'Flash: Rear flash with Aura Light (Dual Color Temperature)', 'Scene Modes: Front: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Double Exposure, Live Photo | Rear: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Panorama, Slo-mo, Time-lapse, Supermoon, Pro, Double exposure, Dual View, Live Photo', 'Battery: 4800 mAh (TYP) | 44W Fast Charging', 'Connectivity: Wi-Fi Support 2.4GHz/5GHz| Bluetooth 5.1 | USB 2.0 | GPS | OTG', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Fingerprint: In-Display Fingerprint Scanning | Gyroscope sensor', 'Box Content: Device | USB Cable | Power Adapter | Eject Tool | Phone Case | Protective Film (applied)']"
['vivo V29e 5G 8GB/256GB- Rose Gold'],['Brand:                vivo'],"['34,999৳']","['Operating System: Funtouch OS 13 based on Android 13', 'Processor: Qualcomm Snapdragon 695 (6nm)', 'CPU:\xa08-cores, 2 × 2.2 GHz + 6 × 1.8 GHz Clock Speed', 'RAM: 8GB LPDDR4X | Supports Extended Ram 3.0', 'ROM: 256GB UFS 2.2', 'SIM: 2G/3G/4G/5G', 'SIM: 2 nano SIMs | (Dual SIM Dual Standby)', 'Screen: 6.67 inch AMOLED 120Hz Display | Capacitive Multi-touch Screen', 'Resolution: 2400 × 1080 (FHD+) | 1150 nits Local Peak Brightness', 'Rear Camera: 64MP OIS + 8MP', 'Camera Front: 50MP AF', 'Aperture: Front f/2.0 (50MP), Rear f/1.79 (64MP) + f/2.2 (8MP)', 'Flash: Rear flash with Aura Light (Dual Color Temperature)', 'Scene Modes: Front: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Double Exposure, Live Photo | Rear: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Panorama, Slo-mo, Time-lapse, Supermoon, Pro, Double exposure, Dual View, Live Photo', 'Battery: 4800 mAh (TYP) | 44W Fast Charging', 'Connectivity: Wi-Fi Support 2.4GHz/5GHz| Bluetooth 5.1 | USB 2.0 | GPS | OTG', 'Sensors: Accelerometer | Ambient light sensor | Proximity Sensor | E-compass | Fingerprint: In-Display Fingerprint Scanning | Gyroscope sensor', 'Box Content: Device | USB Cable | Power Adapter | Eject Tool | Phone Case | Protective Film (applied)']"
