name,brand,price,description
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['14,299৳']",[nan]
['Motorola Moto E22s 4GB/64GB'],['Brand:                Motorola'],"['14,299৳']","['OS: Android™ 12', 'Processor: MediaTek Helio G37', 'CPU: Octa-core (4xA53 2.3 GHz + 4xA53 1.8 GHZ) | 680 MHz IMG', 'GPU: PowerVR GE8320', 'RAM: 4GB', 'ROM: 64GB', 'Expandable Storage: Up to 1TB microSD card expendable', 'Network: 2G/3G/4G', 'Sim: Dual SIM Slot', 'Display: 6.5” | 90Hz refresh rate | LCD Display', 'Display Resolution: HD+ (1600 × 720) | 268ppi', 'Rear Camera: 16MP+2MP', 'Mechanism: 16MP sensor (f/1.8, 0.64 µm) | 4 in 1 with 1.28 µm | PDAF | Quad Pixel technology', 'Front Camera: 8MP (f/2.0, 1.12 µm)', 'Connectivity: Wi-Fi 802.11 a/b/g/n/ac, 2.4GHz, 5GHz WiFi hotspot | Bluetooth: 5.0', 'Battery: Li-Po 5000 mAh, non-removable| 10W charger in box', 'Audio: Bottom-ported speaker | 3.5 mm headset jack | 1 Microphones', 'Security: Side fingerprint sensor', 'Water Protection: IP52 Water-repellent design', 'Dimensions: 163.95 × 74.94 × 8.49 mm', 'Weight: 185g', 'Sensors: Accelerometer, Compass', 'Box Content: Phone | Charger | USB Type-C cable | Guides | SIM tool']"
['Motorola Moto E22s 4GB/64GB'],['Brand:                Motorola'],"['14,299৳']","['OS: Android™ 12', 'Processor: MediaTek Helio G37', 'CPU: Octa-core (4xA53 2.3 GHz + 4xA53 1.8 GHZ) | 680 MHz IMG', 'GPU: PowerVR GE8320', 'RAM: 4GB', 'ROM: 64GB', 'Expandable Storage: Up to 1TB microSD card expendable', 'Network: 2G/3G/4G', 'Sim: Dual SIM Slot', 'Display: 6.5” | 90Hz refresh rate | LCD Display', 'Display Resolution: HD+ (1600 × 720) | 268ppi', 'Rear Camera: 16MP+2MP', 'Mechanism: 16MP sensor (f/1.8, 0.64 µm) | 4 in 1 with 1.28 µm | PDAF | Quad Pixel technology', 'Front Camera: 8MP (f/2.0, 1.12 µm)', 'Connectivity: Wi-Fi 802.11 a/b/g/n/ac, 2.4GHz, 5GHz WiFi hotspot | Bluetooth: 5.0', 'Battery: Li-Po 5000 mAh, non-removable| 10W charger in box', 'Audio: Bottom-ported speaker | 3.5 mm headset jack | 1 Microphones', 'Security: Side fingerprint sensor', 'Water Protection: IP52 Water-repellent design', 'Dimensions: 163.95 × 74.94 × 8.49 mm', 'Weight: 185g', 'Sensors: Accelerometer, Compass', 'Box Content: Phone | Charger | USB Type-C cable | Guides | SIM tool']"
['Motorola Moto E13 4GB/64GB'],['Brand:                Motorola'],"['12,599৳']","['Android™ 13 (Go edition)', '64 GB built-in5 | up to 1 TB microSD card expandable6', 'Proximity sensor, Ambient light sensor, Accelerometer', 'UNISOC T606 processor with 2xA75 1.6 GHz + 6xA55 1.6 GHz octa-core CPU, 650 MHz ARM Mali-G57 MP1 GPU', '4 GB', 'Face unlock', '5000 mAh', '10W device charging capable | 5V2A', 'Over 36 hours1', '6.5″ display', 'HD+ (1600 x 720) | 269 ppi', 'Active Area-Touch Panel (AA-TP): 89.2%\nActive Area-Body (AA-Body): 84%', 'IPS LCD | 60 Hz refresh rate', '20:9', '164.19 x 74.95 x 8.47mm', 'PMMA', '3.5mm headset jack & Type-C port (USB 2.0)', '179.5g', 'IP52 Water-repellent design4', '13 MP (f/2.2, 1.12 µm) | PDAF', 'Shooting modes:\nVideo\nTimelapse\nOther features:\nSnap in Video Recording', 'FHD (30fps) | HD (30fps)', 'Shooting modes:\nPortrait\nPhoto\nPanorama\nArtificial intelligence:\nAuto Smile Capture\nOther features:\nHDR\nLeveller\nTimer\nAssistive Grid\nWatermark', '5 MP (f/2.2, 1.12 µm)', 'FHD (30fps) | HD (30fps)', 'Shooting modes: Portrait Photo\nArtificial intelligence: Face Beauty Auto Smile Capture\nOther features: HDR Leveller Mirror Assistive Grid Watermark Timer', 'Shooting modes:\nVideo\nTimelapse\nOther features:\nSnap in Video Recording']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['14,299৳']",[nan]
['Tecno Spark 10C 4GB/128GB'],['Brand:                TECNO'],"['11,090৳']","['\n\nOS: HiOS 8.6\nProcessor: Octa-Core 1.6GHz\nRAM: 8GB RAM (+8GB RAM Expandable)\nROM: 128GB\nNetwork: 2G/3G/4G\nSIM Card: Dual Nano SIM\nDisplay: 6.6″ HD+ 90Hz Refresh Rate Display\nResolution: 720*1612 pixels\nRear Camera: 16MP\nFront Camera: 8MP Glowing Selfie with Dual Flash\nBattery: Li-Po 5000mah, Non-Removable | 18W Fast Charge (Type-C)\nConnectivity: Wi-Fi 2.4GHz+5GHz | Bluetooth | GPS | FM | 3.5mm Headphone Jack\nSensor: G-Sensor, E-compass, Virtual Gyroscope, Ambient Light Sensor, Proximity Sensor, Fingerprint Sensor (Rear–Mounted)\n\n\n\n\nTecno Spark 10C\nShine with The Spark\n\n\n\n\nDesigned For Trendsetters\nSpark’s Dynamic and Versatile Design Looks good. Feels good! Easy to Grip and Shiny at the back, too.\n\n\n\n\n\n\n128GB ROM, 16GB RAM (8GB Extended RAM)\nThanks to the Memory Fusion technology. Apps run faster and smoother, even when multiple major apps are up in the background.\n\n\n\n\n6.6” HD Screen with 90HZ High Refresh Rate\nSee Things Vivid and Lifelike on Display with 6.6″ HD screen with 90Hz high refresh rate, ultra-high resolution display.\n\n\n\n\n\n\nStay in power long. Back in power fast.\nPowerful enough to sustain long hours of gaming or phone calls with 5000mAh Super Battery 18W Fast Charge (Type-C).\n\n\n\n\nEngineered for Photo Fanatics\n16MP High-Resolution Photography System. Capture the glamor of life, whenever, wherever, and however you want.\n\n\n\n\n\n\n8MP Glowing Selfie\nShine up your beauty with the fantasizing soft light at your control.\n\n\n\n\nPro Mode. Create like a pro\nSpark’s Pro Mode changes the game! Customize your settings for overexposure, ISO, shutter speed, white balance, focus…And save them in one click.\n\n\n\n\n\n\nRing-shaped Fill Light from Screen\nLatest algorithm upgrade offers customized smart fill lights without overexposure in all kinds of settings, restoring your natural skin tones and organic beauty in selfies.\n\n\n\n\nColours\n\n\n\n\n\n\n\n\n\n', 'OS: HiOS 8.6', 'Processor: Octa-Core 1.6GHz', 'RAM: 8GB RAM (+8GB RAM Expandable)', 'ROM: 128GB', 'Network: 2G/3G/4G', 'SIM Card: Dual Nano SIM', 'Display: 6.6″ HD+ 90Hz Refresh Rate Display', 'Resolution: 720*1612 pixels', 'Rear Camera: 16MP', 'Front Camera: 8MP Glowing Selfie with Dual Flash', 'Battery: Li-Po 5000mah, Non-Removable | 18W Fast Charge (Type-C)', 'Connectivity: Wi-Fi 2.4GHz+5GHz | Bluetooth | GPS | FM | 3.5mm Headphone Jack', 'Sensor: G-Sensor, E-compass, Virtual Gyroscope, Ambient Light Sensor, Proximity Sensor, Fingerprint Sensor (Rear–Mounted)']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['11,090৳']",[nan]
['Tecno Spark 10C 4GB/128GB'],['Brand:                TECNO'],"['11,090৳']","['\n\nOS: HiOS 8.6\nProcessor: Octa-Core 1.6GHz\nRAM: 8GB RAM (+8GB RAM Expandable)\nROM: 128GB\nNetwork: 2G/3G/4G\nSIM Card: Dual Nano SIM\nDisplay: 6.6″ HD+ 90Hz Refresh Rate Display\nResolution: 720*1612 pixels\nRear Camera: 16MP\nFront Camera: 8MP Glowing Selfie with Dual Flash\nBattery: Li-Po 5000mah, Non-Removable | 18W Fast Charge (Type-C)\nConnectivity: Wi-Fi 2.4GHz+5GHz | Bluetooth | GPS | FM | 3.5mm Headphone Jack\nSensor: G-Sensor, E-compass, Virtual Gyroscope, Ambient Light Sensor, Proximity Sensor, Fingerprint Sensor (Rear–Mounted)\n\n\n\n\nTecno Spark 10C\nShine with The Spark\n\n\n\n\nDesigned For Trendsetters\nSpark’s Dynamic and Versatile Design Looks good. Feels good! Easy to Grip and Shiny at the back, too.\n\n\n\n\n\n\n128GB ROM, 16GB RAM (8GB Extended RAM)\nThanks to the Memory Fusion technology. Apps run faster and smoother, even when multiple major apps are up in the background.\n\n\n\n\n6.6” HD Screen with 90HZ High Refresh Rate\nSee Things Vivid and Lifelike on Display with 6.6″ HD screen with 90Hz high refresh rate, ultra-high resolution display.\n\n\n\n\n\n\nStay in power long. Back in power fast.\nPowerful enough to sustain long hours of gaming or phone calls with 5000mAh Super Battery 18W Fast Charge (Type-C).\n\n\n\n\nEngineered for Photo Fanatics\n16MP High-Resolution Photography System. Capture the glamor of life, whenever, wherever, and however you want.\n\n\n\n\n\n\n8MP Glowing Selfie\nShine up your beauty with the fantasizing soft light at your control.\n\n\n\n\nPro Mode. Create like a pro\nSpark’s Pro Mode changes the game! Customize your settings for overexposure, ISO, shutter speed, white balance, focus…And save them in one click.\n\n\n\n\n\n\nRing-shaped Fill Light from Screen\nLatest algorithm upgrade offers customized smart fill lights without overexposure in all kinds of settings, restoring your natural skin tones and organic beauty in selfies.\n\n\n\n\nColours\n\n\n\n\n\n\n\n\n\n', 'OS: HiOS 8.6', 'Processor: Octa-Core 1.6GHz', 'RAM: 8GB RAM (+8GB RAM Expandable)', 'ROM: 128GB', 'Network: 2G/3G/4G', 'SIM Card: Dual Nano SIM', 'Display: 6.6″ HD+ 90Hz Refresh Rate Display', 'Resolution: 720*1612 pixels', 'Rear Camera: 16MP', 'Front Camera: 8MP Glowing Selfie with Dual Flash', 'Battery: Li-Po 5000mah, Non-Removable | 18W Fast Charge (Type-C)', 'Connectivity: Wi-Fi 2.4GHz+5GHz | Bluetooth | GPS | FM | 3.5mm Headphone Jack', 'Sensor: G-Sensor, E-compass, Virtual Gyroscope, Ambient Light Sensor, Proximity Sensor, Fingerprint Sensor (Rear–Mounted)']"
['Tecno Spark 10C 4GB/128GB'],['Brand:                TECNO'],"['11,090৳']","['\n\nOS: HiOS 8.6\nProcessor: Octa-Core 1.6GHz\nRAM: 8GB RAM (+8GB RAM Expandable)\nROM: 128GB\nNetwork: 2G/3G/4G\nSIM Card: Dual Nano SIM\nDisplay: 6.6″ HD+ 90Hz Refresh Rate Display\nResolution: 720*1612 pixels\nRear Camera: 16MP\nFront Camera: 8MP Glowing Selfie with Dual Flash\nBattery: Li-Po 5000mah, Non-Removable | 18W Fast Charge (Type-C)\nConnectivity: Wi-Fi 2.4GHz+5GHz | Bluetooth | GPS | FM | 3.5mm Headphone Jack\nSensor: G-Sensor, E-compass, Virtual Gyroscope, Ambient Light Sensor, Proximity Sensor, Fingerprint Sensor (Rear–Mounted)\n\n\n\n\nTecno Spark 10C\nShine with The Spark\n\n\n\n\nDesigned For Trendsetters\nSpark’s Dynamic and Versatile Design Looks good. Feels good! Easy to Grip and Shiny at the back, too.\n\n\n\n\n\n\n128GB ROM, 16GB RAM (8GB Extended RAM)\nThanks to the Memory Fusion technology. Apps run faster and smoother, even when multiple major apps are up in the background.\n\n\n\n\n6.6” HD Screen with 90HZ High Refresh Rate\nSee Things Vivid and Lifelike on Display with 6.6″ HD screen with 90Hz high refresh rate, ultra-high resolution display.\n\n\n\n\n\n\nStay in power long. Back in power fast.\nPowerful enough to sustain long hours of gaming or phone calls with 5000mAh Super Battery 18W Fast Charge (Type-C).\n\n\n\n\nEngineered for Photo Fanatics\n16MP High-Resolution Photography System. Capture the glamor of life, whenever, wherever, and however you want.\n\n\n\n\n\n\n8MP Glowing Selfie\nShine up your beauty with the fantasizing soft light at your control.\n\n\n\n\nPro Mode. Create like a pro\nSpark’s Pro Mode changes the game! Customize your settings for overexposure, ISO, shutter speed, white balance, focus…And save them in one click.\n\n\n\n\n\n\nRing-shaped Fill Light from Screen\nLatest algorithm upgrade offers customized smart fill lights without overexposure in all kinds of settings, restoring your natural skin tones and organic beauty in selfies.\n\n\n\n\nColours\n\n\n\n\n\n\n\n\n\n', 'OS: HiOS 8.6', 'Processor: Octa-Core 1.6GHz', 'RAM: 8GB RAM (+8GB RAM Expandable)', 'ROM: 128GB', 'Network: 2G/3G/4G', 'SIM Card: Dual Nano SIM', 'Display: 6.6″ HD+ 90Hz Refresh Rate Display', 'Resolution: 720*1612 pixels', 'Rear Camera: 16MP', 'Front Camera: 8MP Glowing Selfie with Dual Flash', 'Battery: Li-Po 5000mah, Non-Removable | 18W Fast Charge (Type-C)', 'Connectivity: Wi-Fi 2.4GHz+5GHz | Bluetooth | GPS | FM | 3.5mm Headphone Jack', 'Sensor: G-Sensor, E-compass, Virtual Gyroscope, Ambient Light Sensor, Proximity Sensor, Fingerprint Sensor (Rear–Mounted)']"
['Tecno Camon 20 8GB/256GB'],['Brand:                TECNO'],"['18,390৳']",[]
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['11,090৳']",[nan]
['Infinix Note 30 8GB/256GB'],['Brand:                Infinix'],"['20,999৳']","['OS: Android™ 13', 'Processor: MediaTek Helio G99 (6nm)', 'CPU: Octa-core (2×2.2 GHz Cortex-A76 & 6×2.0 GHz Cortex-A55)', 'GPU: Mali-G57 MC2', 'RAM: 8GB+8GB Extended RAM LPDDR4', 'ROM: 256GB UFS', 'External Memory: Up To 2TB', 'Network: 2G/3G/4G', 'Sim Slot: Dual Nano Sim+Micro Sd', 'Display Size: 6.78″ Punch-Hole Display | 120Hz Refresh Rate | Eye-care Display', 'Display Type: IPS LTPS Display | Display Material: LCD', 'Display Resolution: 1080*2460 Pixels (FHD+) | 580-nits Peak Brightness', 'Rear Camera: 64MP+2MP+AI CAM with Quad-Flash Light', 'Mechanism: (OmniVison’s OV64B40,1/2” SENSOR, 6P lens, F1.69, AF) + 2MP + AI CAM', 'Front Camera: 16 FF with Front Flash Light', 'Video Feature: 4K 30FPS/1080P 60FPS/1080P 30FPS/720P 30FPS', 'Scene Modes: Short Video, Video, Ai Cam, Beauty, Super Night, Portrait, Slow Motion, Time-Lapse, Ar Shot, Documents', 'Battery Capacity: 5000mAh | Supports (45W Fast Charge | Reverse Charge | PD 3.0 Charging)', 'Connectivity: WLAN: IEEE 802.11 a/ b/ g/ n/ ac 2.4G, 5G | Bluetooth: Yes | GPS | FM radio | USB Type-C | 3.5mm Jack | OTG', 'Features: Stereo Dual Speaker Sound by JBL & Hi-Res | Glass-Feel Slim & Light Design | Intelligent Charging | Bypass Charging (Charging Current Bypasses to main board to control phone’s temperature while charging) | IP53 Protection', 'Sensors: G-Sensor | E-Compass | Gyroscope | Light Sensor | Proximity Sensor | Fingerprint Sensor | Z-Axis Motor']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['20,999৳']",[nan]
['Infinix Note 30 8GB/256GB'],['Brand:                Infinix'],"['20,999৳']","['OS: Android™ 13', 'Processor: MediaTek Helio G99 (6nm)', 'CPU: Octa-core (2×2.2 GHz Cortex-A76 & 6×2.0 GHz Cortex-A55)', 'GPU: Mali-G57 MC2', 'RAM: 8GB+8GB Extended RAM LPDDR4', 'ROM: 256GB UFS', 'External Memory: Up To 2TB', 'Network: 2G/3G/4G', 'Sim Slot: Dual Nano Sim+Micro Sd', 'Display Size: 6.78″ Punch-Hole Display | 120Hz Refresh Rate | Eye-care Display', 'Display Type: IPS LTPS Display | Display Material: LCD', 'Display Resolution: 1080*2460 Pixels (FHD+) | 580-nits Peak Brightness', 'Rear Camera: 64MP+2MP+AI CAM with Quad-Flash Light', 'Mechanism: (OmniVison’s OV64B40,1/2” SENSOR, 6P lens, F1.69, AF) + 2MP + AI CAM', 'Front Camera: 16 FF with Front Flash Light', 'Video Feature: 4K 30FPS/1080P 60FPS/1080P 30FPS/720P 30FPS', 'Scene Modes: Short Video, Video, Ai Cam, Beauty, Super Night, Portrait, Slow Motion, Time-Lapse, Ar Shot, Documents', 'Battery Capacity: 5000mAh | Supports (45W Fast Charge | Reverse Charge | PD 3.0 Charging)', 'Connectivity: WLAN: IEEE 802.11 a/ b/ g/ n/ ac 2.4G, 5G | Bluetooth: Yes | GPS | FM radio | USB Type-C | 3.5mm Jack | OTG', 'Features: Stereo Dual Speaker Sound by JBL & Hi-Res | Glass-Feel Slim & Light Design | Intelligent Charging | Bypass Charging (Charging Current Bypasses to main board to control phone’s temperature while charging) | IP53 Protection', 'Sensors: G-Sensor | E-Compass | Gyroscope | Light Sensor | Proximity Sensor | Fingerprint Sensor | Z-Axis Motor']"
['Infinix Note 30 8GB/256GB'],['Brand:                Infinix'],"['20,999৳']","['OS: Android™ 13', 'Processor: MediaTek Helio G99 (6nm)', 'CPU: Octa-core (2×2.2 GHz Cortex-A76 & 6×2.0 GHz Cortex-A55)', 'GPU: Mali-G57 MC2', 'RAM: 8GB+8GB Extended RAM LPDDR4', 'ROM: 256GB UFS', 'External Memory: Up To 2TB', 'Network: 2G/3G/4G', 'Sim Slot: Dual Nano Sim+Micro Sd', 'Display Size: 6.78″ Punch-Hole Display | 120Hz Refresh Rate | Eye-care Display', 'Display Type: IPS LTPS Display | Display Material: LCD', 'Display Resolution: 1080*2460 Pixels (FHD+) | 580-nits Peak Brightness', 'Rear Camera: 64MP+2MP+AI CAM with Quad-Flash Light', 'Mechanism: (OmniVison’s OV64B40,1/2” SENSOR, 6P lens, F1.69, AF) + 2MP + AI CAM', 'Front Camera: 16 FF with Front Flash Light', 'Video Feature: 4K 30FPS/1080P 60FPS/1080P 30FPS/720P 30FPS', 'Scene Modes: Short Video, Video, Ai Cam, Beauty, Super Night, Portrait, Slow Motion, Time-Lapse, Ar Shot, Documents', 'Battery Capacity: 5000mAh | Supports (45W Fast Charge | Reverse Charge | PD 3.0 Charging)', 'Connectivity: WLAN: IEEE 802.11 a/ b/ g/ n/ ac 2.4G, 5G | Bluetooth: Yes | GPS | FM radio | USB Type-C | 3.5mm Jack | OTG', 'Features: Stereo Dual Speaker Sound by JBL & Hi-Res | Glass-Feel Slim & Light Design | Intelligent Charging | Bypass Charging (Charging Current Bypasses to main board to control phone’s temperature while charging) | IP53 Protection', 'Sensors: G-Sensor | E-Compass | Gyroscope | Light Sensor | Proximity Sensor | Fingerprint Sensor | Z-Axis Motor']"
['Infinix Hot 20 4GB/128GB'],['Brand:                Infinix'],"['11,599৳']","['OS: Android™ 12', 'CPU: MediaTek Helio G85', 'CPU Frequency: 2*2.0GHz+6*1.8GHz', 'RAM: 4GB (UP To 7GB)', 'ROM: 128GB', 'External Memory: Up To 1TB', 'Network: 2G/3G/4G', 'Sim Slot: Dual Nano Sim+Micro Sd', 'Display Size: 6.82″ IPS Display | 90Hz Refresh Rate', 'Display Type: Punch-Hole Fluid Gaming Display', 'Display Resolution: 1640*720', 'Rear Camera: 50MP+AI Lens', 'Front Camera: 8MP', 'AF/FF: 8MP FF /50MP AF+AI Lens', 'Flash: Quad Rear Flash And Dual Front Flash', 'Video Feature: 1080P@30FPS', 'Battery Capacity: 5000mAh | 18W Fast Charge', 'Connectivity: WLAN: IEEE 802.11 a/ b/ g/ n/ ac | Bluetooth: Yes | GPS | FM radio | USB Type-C | 3.5 Jack | OTG', 'Sensors: Fingerprint (Side-Mounted) | G-Sensor | E-Compass | Light Sensor | Proximity Sensor | Soft-Gyroscope']"
['Online Shopping in Bangladesh for Mobile & Gadgets | Ayshamart'],[nan],"['20,999৳']",[nan]
['Redmi 12C 6GB/128GB'],['Brand:                Xiaomi'],"['12,799৳']","['OS: MIUI 13 based on Android 12', 'Processor: MediaTek Helio G85', 'CPU: Octa-core CPU, Arm Cortex-A75 @ 2GHz | Arm Cortex-A55 @ 1.8GHz', 'GPU: Arm Mali-G52 MC2', 'RAM: 6GB + 5GB (*Virtual Memory)', 'ROM: 128GB', 'Network: 2G/3G/4G', 'Card Slot: Dual SIM + microSD | Expandable storage up to 1TB', 'Display: 6.71″ HD+ Display | IPS LCD Display | Refresh rate: 60Hz', 'Display Resolution: 720 x 1650 Pixels | 500 nits (typ.) brightness | 120Hz touch sampling rate', 'Front Camera: 5MP (1/5″ sensor size | f/2.42 aperture) | Front flash: Screen flash', 'Rear Camera: 50MP+QVGA | Flash: yes', 'Back Camera Mechanism: 50MP main camera (f/1.8 aperture, 1.28 um, 4-in-1 super pixel) + QVGA (Secondary sensor)', 'Camera Modes: Portrait | Night | Video | 50MP mode | Time-lapse | Movie frame | HDR | Google lens', 'Video (Rear): 1080@30fps | 720p@30fps', 'Battery: 5000mAh (typ) battery| 10W fast charging | Micro USB input', 'Audio: 3.5mm headphone jack | Single Speaker & Microphone', 'Security: Side fingerprint sensor | AI face unlock', 'Sensors: Proximity sensor | Ambient light sensor | Accelerometer', 'Network & Connectivity: Wi-Fi 802.11a/b/g/n/ac, 2.4GHz/5GHz | Bluetooth: 5.0 | GPS | FM Radio', 'Package contents: Redmi 12C | 10W Adapter | USB Cable | SIM Eject Tool | User Guide']"
['Redmi 12C 6GB/128GB'],['Brand:                Xiaomi'],"['12,799৳']","['OS: MIUI 13 based on Android 12', 'Processor: MediaTek Helio G85', 'CPU: Octa-core CPU, Arm Cortex-A75 @ 2GHz | Arm Cortex-A55 @ 1.8GHz', 'GPU: Arm Mali-G52 MC2', 'RAM: 6GB + 5GB (*Virtual Memory)', 'ROM: 128GB', 'Network: 2G/3G/4G', 'Card Slot: Dual SIM + microSD | Expandable storage up to 1TB', 'Display: 6.71″ HD+ Display | IPS LCD Display | Refresh rate: 60Hz', 'Display Resolution: 720 x 1650 Pixels | 500 nits (typ.) brightness | 120Hz touch sampling rate', 'Front Camera: 5MP (1/5″ sensor size | f/2.42 aperture) | Front flash: Screen flash', 'Rear Camera: 50MP+QVGA | Flash: yes', 'Back Camera Mechanism: 50MP main camera (f/1.8 aperture, 1.28 um, 4-in-1 super pixel) + QVGA (Secondary sensor)', 'Camera Modes: Portrait | Night | Video | 50MP mode | Time-lapse | Movie frame | HDR | Google lens', 'Video (Rear): 1080@30fps | 720p@30fps', 'Battery: 5000mAh (typ) battery| 10W fast charging | Micro USB input', 'Audio: 3.5mm headphone jack | Single Speaker & Microphone', 'Security: Side fingerprint sensor | AI face unlock', 'Sensors: Proximity sensor | Ambient light sensor | Accelerometer', 'Network & Connectivity: Wi-Fi 802.11a/b/g/n/ac, 2.4GHz/5GHz | Bluetooth: 5.0 | GPS | FM Radio', 'Package contents: Redmi 12C | 10W Adapter | USB Cable | SIM Eject Tool | User Guide']"
['Redmi 12C 6GB/128GB'],['Brand:                Xiaomi'],"['12,799৳']","['OS: MIUI 13 based on Android 12', 'Processor: MediaTek Helio G85', 'CPU: Octa-core CPU, Arm Cortex-A75 @ 2GHz | Arm Cortex-A55 @ 1.8GHz', 'GPU: Arm Mali-G52 MC2', 'RAM: 6GB + 5GB (*Virtual Memory)', 'ROM: 128GB', 'Network: 2G/3G/4G', 'Card Slot: Dual SIM + microSD | Expandable storage up to 1TB', 'Display: 6.71″ HD+ Display | IPS LCD Display | Refresh rate: 60Hz', 'Display Resolution: 720 x 1650 Pixels | 500 nits (typ.) brightness | 120Hz touch sampling rate', 'Front Camera: 5MP (1/5″ sensor size | f/2.42 aperture) | Front flash: Screen flash', 'Rear Camera: 50MP+QVGA | Flash: yes', 'Back Camera Mechanism: 50MP main camera (f/1.8 aperture, 1.28 um, 4-in-1 super pixel) + QVGA (Secondary sensor)', 'Camera Modes: Portrait | Night | Video | 50MP mode | Time-lapse | Movie frame | HDR | Google lens', 'Video (Rear): 1080@30fps | 720p@30fps', 'Battery: 5000mAh (typ) battery| 10W fast charging | Micro USB input', 'Audio: 3.5mm headphone jack | Single Speaker & Microphone', 'Security: Side fingerprint sensor | AI face unlock', 'Sensors: Proximity sensor | Ambient light sensor | Accelerometer', 'Network & Connectivity: Wi-Fi 802.11a/b/g/n/ac, 2.4GHz/5GHz | Bluetooth: 5.0 | GPS | FM Radio', 'Package contents: Redmi 12C | 10W Adapter | USB Cable | SIM Eject Tool | User Guide']"
['Redmi 12C 6GB/128GB'],['Brand:                Xiaomi'],"['12,799৳']","['OS: MIUI 13 based on Android 12', 'Processor: MediaTek Helio G85', 'CPU: Octa-core CPU, Arm Cortex-A75 @ 2GHz | Arm Cortex-A55 @ 1.8GHz', 'GPU: Arm Mali-G52 MC2', 'RAM: 6GB + 5GB (*Virtual Memory)', 'ROM: 128GB', 'Network: 2G/3G/4G', 'Card Slot: Dual SIM + microSD | Expandable storage up to 1TB', 'Display: 6.71″ HD+ Display | IPS LCD Display | Refresh rate: 60Hz', 'Display Resolution: 720 x 1650 Pixels | 500 nits (typ.) brightness | 120Hz touch sampling rate', 'Front Camera: 5MP (1/5″ sensor size | f/2.42 aperture) | Front flash: Screen flash', 'Rear Camera: 50MP+QVGA | Flash: yes', 'Back Camera Mechanism: 50MP main camera (f/1.8 aperture, 1.28 um, 4-in-1 super pixel) + QVGA (Secondary sensor)', 'Camera Modes: Portrait | Night | Video | 50MP mode | Time-lapse | Movie frame | HDR | Google lens', 'Video (Rear): 1080@30fps | 720p@30fps', 'Battery: 5000mAh (typ) battery| 10W fast charging | Micro USB input', 'Audio: 3.5mm headphone jack | Single Speaker & Microphone', 'Security: Side fingerprint sensor | AI face unlock', 'Sensors: Proximity sensor | Ambient light sensor | Accelerometer', 'Network & Connectivity: Wi-Fi 802.11a/b/g/n/ac, 2.4GHz/5GHz | Bluetooth: 5.0 | GPS | FM Radio', 'Package contents: Redmi 12C | 10W Adapter | USB Cable | SIM Eject Tool | User Guide']"
['Xiaomi Haylou GT1 2022 TWS Wireless Earbuds'],['Brand:                Xiaomi'],"['1,790৳']",[]
['Redmi 12C 6GB/128GB'],['Brand:                Xiaomi'],"['12,799৳']","['OS: MIUI 13 based on Android 12', 'Processor: MediaTek Helio G85', 'CPU: Octa-core CPU, Arm Cortex-A75 @ 2GHz | Arm Cortex-A55 @ 1.8GHz', 'GPU: Arm Mali-G52 MC2', 'RAM: 6GB + 5GB (*Virtual Memory)', 'ROM: 128GB', 'Network: 2G/3G/4G', 'Card Slot: Dual SIM + microSD | Expandable storage up to 1TB', 'Display: 6.71″ HD+ Display | IPS LCD Display | Refresh rate: 60Hz', 'Display Resolution: 720 x 1650 Pixels | 500 nits (typ.) brightness | 120Hz touch sampling rate', 'Front Camera: 5MP (1/5″ sensor size | f/2.42 aperture) | Front flash: Screen flash', 'Rear Camera: 50MP+QVGA | Flash: yes', 'Back Camera Mechanism: 50MP main camera (f/1.8 aperture, 1.28 um, 4-in-1 super pixel) + QVGA (Secondary sensor)', 'Camera Modes: Portrait | Night | Video | 50MP mode | Time-lapse | Movie frame | HDR | Google lens', 'Video (Rear): 1080@30fps | 720p@30fps', 'Battery: 5000mAh (typ) battery| 10W fast charging | Micro USB input', 'Audio: 3.5mm headphone jack | Single Speaker & Microphone', 'Security: Side fingerprint sensor | AI face unlock', 'Sensors: Proximity sensor | Ambient light sensor | Accelerometer', 'Network & Connectivity: Wi-Fi 802.11a/b/g/n/ac, 2.4GHz/5GHz | Bluetooth: 5.0 | GPS | FM Radio', 'Package contents: Redmi 12C | 10W Adapter | USB Cable | SIM Eject Tool | User Guide']"
